Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID
131,Kiss and Make Up,Dua Lipa,282111,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2019,01,2019-01,0.00274632448103476,7jr3iPu4O4bTCVwLMbdU2i
132,Nadie Se Salva,Miki Núñez,281686,https://open.spotify.com/track/4301n0nWwZjutB1nJpw0ZS,2019,01,2019-01,0.002742187145360363,75ujCf7ZZCV65jPJCCZuZp
133,Déjame Ser,Manuel Carrasco,281400,https://open.spotify.com/track/3cJGFgemiI7gROm7AzRAiR,2019,01,2019-01,0.002739402961824181,30QMFZtiGzjKwyHiqQ3z7c
134,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,275447,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,01,2019-01,0.002681451057660217,3KkXRkHbMCARz0aVfEt68P
135,Déjalo,Nacho,274760,https://open.spotify.com/track/4VTTpwcAxVSQNzEZLi75d0,2019,01,2019-01,0.002674763176228898,1gDN23O2aqeWX5NqjSnAbV
136,Estamos Bien,Bad Bunny,274651,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT,2019,01,2019-01,0.0026737020713147584,2OWVCFTolecLiGZPquvWvT
137,Cuando Perriabas,Bad Bunny,263537,https://open.spotify.com/track/5mj8WVFcKdGA8p9HWGTSLc,2019,01,2019-01,0.0025655083097024132,5mj8WVFcKdGA8p9HWGTSLc
138,Loca,Alvaro Soler,260897,https://open.spotify.com/track/2UxnZEvavlFv9dTbfrkNnd,2019,01,2019-01,0.0025398081539838068,152lZdxL1OR0ZMW6KquMif
139,Duro y Suave,Leslie Grace,260838,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to,2019,01,2019-01,0.002539233794443126,31M5m42C3EGlbydf9XB5to
140,Cicatrices,Natos y Waor,259986,https://open.spotify.com/track/19OsDvOm2hw28Bqg7wo4Ox,2019,01,2019-01,0.002530939653279394,5pP7bNBzEPQlDI76502UiD
141,Me Rehúso,Danny Ocean,258912,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2019,01,2019-01,0.0025204843626575064,6De0lHrwBfPfrhorm9q1Xl
142,Rise,Jonas Blue,258248,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019,01,2019-01,0.002514020384097978,69Sy7207dnixZ6w7RSV9Kb
