Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID
110,rockstar (feat. 21 Savage),Post Malone,136362,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,08,2019-08,0.0036340274616623856,0e7ipj03S05BNilyu5bRzt
111,Lamberghini,The Doorbeen,135420,https://open.spotify.com/track/7cFuzwgbtHXmSKuCzo0qCW,2019,08,2019-08,0.0036089232987072664,45P9g6kUb7itdonjjGjDdS
112,Muchh,Diljit Dosanjh,135105,https://open.spotify.com/track/3m3uKnTWKAPlnfggqVsIOq,2019,08,2019-08,0.003600528594534376,3m3uKnTWKAPlnfggqVsIOq
113,Valentine's Mashup 2019,Amrita Singh,135018,https://open.spotify.com/track/1MhHomaXgrPMBroXkpWSSa,2019,08,2019-08,0.003598210057191387,1MhHomaXgrPMBroXkpWSSa
114,Samjhawan,Jawad Ahmad,132726,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq,2019,08,2019-08,0.0035371285906381673,0rk2X5TAhraBC5aCIXK2Rq
115,Call You Mine,The Chainsmokers,132356,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT,2019,08,2019-08,0.003527268144466836,2oejEp50ZzPuQTQ6v54Evp
116,"Ik Vaari Aa (From ""Raabta"")",Arijit Singh,131007,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9,2019,08,2019-08,0.0034913174907232523,5lrA2NzUxmBjKr2tCZfMtl
117,Closer,The Chainsmokers,129919,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019,08,2019-08,0.003462322449008635,7BKLCZ1jbUBVqRi2FVlTVw
118,Suit Suit,Guru Randhawa,129280,https://open.spotify.com/track/2mwBSO58y92EYmEFpDfmS7,2019,08,2019-08,0.0034452931919722,2mwBSO58y92EYmEFpDfmS7
119,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,128763,https://open.spotify.com/track/3NKuSd9Qa5fzwhqiuKYFh4,2019,08,2019-08,0.0034315152171868536,3NKuSd9Qa5fzwhqiuKYFh4
120,Treat You Better,Shawn Mendes,128580,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,2019,08,2019-08,0.0034266382938102223,3QGsuHI8jO1Rx4JWLUh9jd
121,Slowly Slowly,Guru Randhawa,127329,https://open.spotify.com/track/4pBxb7WuLsC3YyA9cj4T2l,2019,08,2019-08,0.0033932993258093155,4pBxb7WuLsC3YyA9cj4T2l
122,Ho Jaa Awara,Ash King,125107,https://open.spotify.com/track/1Mh5QtDmljk95Zqr6sQceA,2019,08,2019-08,0.003334083349072293,1Mh5QtDmljk95Zqr6sQceA
