,Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence,Stream %,Danceability_Stream%,Valence_Stream%,Energy_Stream%
46,47,rockstar (feat. 21 Savage),Post Malone,9956213,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,1,0e7ipj03S05BNilyu5bRzt,0.585,0.52,0.129,0.00023161687746965244,0.00013549587331974667,2.9878577193585165e-05,0.00012044077628421927
47,48,Amanece,Anuel AA,9710846,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019,1,1LiN0Z98FkR1t0m8KmLcAH,0.79,0.631,0.889,0.00022590876954005145,0.00017846792793664066,0.00020083289612110575,0.00014254843357977247
48,49,Hope,The Chainsmokers,9657252,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,2019,1,2ZRo7axmMPeSVUvDbGkJah,0.5920000000000001,0.457,0.225,0.00022466198274158616,0.00013299989378301902,5.054894611685689e-05,0.00010267052611290487
49,50,Promises (with Sam Smith),Calvin Harris,9654926,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,1,5N5k9nd479b1xpDZ4usjrg,0.7809999999999999,0.768,0.486,0.00022460787171995632,0.00017541874781328587,0.00010915942565589877,0.00017249884548092647
50,51,lovely,Billie Eilish,9474960,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019,1,0u2P5u6lvoDfwTYjAADbn4,0.35100000000000003,0.29600000000000004,0.12,0.0002204212233456494,7.736784939432295e-05,2.6450546801477926e-05,6.524468211031223e-05
51,52,First Off (feat. Travis Scott),Future,9301657,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,2019,1,3WRIaWsws011vHMd9uzPjG,0.7340000000000001,0.6829999999999999,0.445,0.00021638958001739565,0.00015882995173276842,9.629336310774107e-05,0.00014779408315188122
52,53,Taste (feat. Offset),Tyga,9205634,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2019,1,5IaHrVsrferBYDm0bDyABy,0.884,0.5589999999999999,0.342,0.0002141557439769987,0.00018931367767566687,7.324126444013357e-05,0.00011971306088314226
53,54,Youngblood,5 Seconds of Summer,9187834,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019,1,2iUXsYOEPhVqEBwsqP70rE,0.596,0.8540000000000001,0.152,0.000213741652753864,0.00012739002504130295,3.2488731218587326e-05,0.00018253537145179987
54,55,Hobby Hobby,MERO,9075914,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,2019,1,0dmrz4V5kiezQAqQ3VqGob,0.743,0.742,0.851,0.00021113799602952478,0.0001568755310499369,0.00017967843462112558,0.0001566643930539074
55,56,no tears left to cry,Ariana Grande,8846430,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2019,1,2qT1uLXPVPzGgFOx4jtEuo,0.6990000000000001,0.713,0.354,0.00020579938309414004,0.0001438537687828039,7.285298161532558e-05,0.00014673496014612185
56,57,Crushed Up,Future,8726504,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,2019,1,7wcyO1rrH3Ru4t659IjG41,0.7809999999999999,0.597,0.544,0.00020300947837359766,0.00015855040260977975,0.00011043715623523714,0.0001211966585890378
57,58,Ruin My Life,Zara Larsson,8718625,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2019,1,5tAa8Uaqr4VvA3693mbIhU,0.665,0.6990000000000001,0.585,0.0002028261848484809,0.0001348794129242398,0.00011865331813636132,0.00014177550320908816
58,59,a lot,21 Savage,8666560,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2019,1,2t8yVaLvJ0RenpXUIAC52d,0.8370000000000001,0.636,0.27399999999999997,0.00020161496802081184,0.00016875172823341953,5.524250123770244e-05,0.00012822711966123634
59,60,Solo de Mi,Bad Bunny,8587787,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,2019,1,5YOkA7qd2983FtBQnP8sYx,0.743,0.73,0.15,0.0001997824282500258,0.00014843834418976917,2.9967364237503866e-05,0.00014584117262251883
60,61,I Like It,Cardi B,8468946,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019,1,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,0.65,0.00019701776448325314,0.00016076649581833456,0.00012806154691411453,0.00014303489701484177
61,62,Imposible,Luis Fonsi,8466082,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,2019,1,3ao3OVxHlb3C08vAaApUlm,0.7859999999999999,0.764,0.9129999999999999,0.00019695113767072178,0.0001548035942091873,0.00017981638869336898,0.00015047066918043143
62,63,Bad Liar,Imagine Dragons,8460850,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019,1,2RSHsoi04658QL5xgQVov3,0.38299999999999995,0.637,0.0827,0.00019682942276738242,7.538566891990746e-05,1.6277793262862526e-05,0.0001253803423028226
63,64,Love Someone,Lukas Graham,8235689,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019,1,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,0.27399999999999997,0.00019159137816669494,0.00010537525799168223,5.249603761767441e-05,7.95104219391784e-05
64,65,Money,Cardi B,8223260,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2019,1,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,0.21899999999999997,0.00019130223548060834,0.00018173712370657793,4.1895189570253224e-05,0.00011286831893355892
65,66,NI BIEN NI MAL,Bad Bunny,8172522,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2019,1,278kSqsZIiYp8p3QjYAqa8,0.826,0.449,0.337,0.00019012188938625948,0.00015704068063305033,6.407107672316945e-05,8.53647283344305e-05
66,67,whoa (mind in awe),XXXTENTACION,8132321,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,2019,1,7pdF27mSDuPWhppnHAmWHa,0.735,0.525,0.369,0.00018918667133787528,0.00013905220343333834,6.980988172367597e-05,9.932300245238453e-05
67,68,Vaina Loca,Ozuna,8057457,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2019,1,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,0.555,0.00018744506879131586,0.00014133358186865216,0.0001040320131791803,0.00015089328037700927
68,69,God's Plan,Drake,7896269,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019,1,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,0.35700000000000004,0.0001836952633938642,0.00013850622859897362,6.557920903160953e-05,8.247917326384502e-05
69,70,Natural,Imagine Dragons,7845067,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,1,2FY7b99s15jUprqC0M5NCT,0.7040000000000001,0.611,0.22,0.0001825041230114516,0.00012848290260006196,4.0150907062519354e-05,0.00011151001915999693
70,71,Jocelyn Flores,XXXTENTACION,7843780,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019,1,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0.43700000000000006,0.00018247418282020587,0.00015911748741921953,7.974121789242998e-05,7.13474054827005e-05
71,72,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,7769520,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,2019,1,0jAfdqv18goRTUxm3ilRjb,0.736,0.622,0.506,0.0001807466314589708,0.0001330295207538025,9.145779551823923e-05,0.00011242440476747983
72,73,Body (feat. brando),Loud Luxury,7719123,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2019,1,0BrDfbNc3HiIHPGfTT8DRc,0.752,0.763,0.593,0.0001795742182358067,0.00013503981211332664,0.00010648751141383337,0.00013701512851392052
73,74,Bubalu,Becky G,7691925,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,2019,1,7dNwJbsT0sg1le5kVugGJb,0.8,0.355,0.253,0.0001789414961522776,0.0001431531969218221,4.5272198526526235e-05,6.352423113405854e-05
74,75,Beautiful (feat. Camila Cabello),Bazzi,7568703,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2019,1,4VUwkH455At9kENOfzTqmF,0.638,0.7170000000000001,0.249,0.0001760749147647997,0.00011233579561994222,4.384265377643513e-05,0.0001262457138863614
75,76,Let You Love Me,Rita Ora,7475195,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019,1,5Fla3zyOCcIRqrDoKLU0DP,0.475,0.846,0.451,0.00017389958655733445,8.260230361473387e-05,7.842871353735784e-05,0.00014711905022750493
